account_id,timestamp,text,url,hashtags,reply_to,repost_of,platform
coord_g0_00,2026-03-16T17:40:46.507514+00:00,Can't believe more people aren't talking about this,,"resist,wakeup",,,synthetic
organic_018,2026-03-16T17:40:56.725319+00:00,Trying a new workout routine this week,,,,,synthetic
organic_006,2026-03-16T18:08:26.316745+00:00,This weather is perfect for a hike,,life,,,synthetic
coord_g0_02,2026-03-16T18:23:11.550413+00:00,Something big is about to happen stay alert,,,,,synthetic
organic_017,2026-03-16T18:27:16.210486+00:00,Trying a new workout routine this week,,,,,synthetic
coord_g1_03,2026-03-16T18:32:55.090220+00:00,Millions of illegals flooding in and nobody cares,,technologytruth,,,synthetic
organic_013,2026-03-16T18:53:55.114439+00:00,Anyone watching the game tonight?,,,,,synthetic
organic_007,2026-03-16T18:57:05.994242+00:00,Great discussion at today's meetup,,,,,synthetic
organic_013,2026-03-16T19:10:26.731243+00:00,Just finished reading a great book,,,,,synthetic
organic_014,2026-03-16T19:16:25.776226+00:00,This recipe turned out amazing,,,,,synthetic
organic_014,2026-03-16T19:18:39.887779+00:00,Monday mood: need more coffee,,,,,synthetic
organic_004,2026-03-16T19:45:07.091481+00:00,This weather is perfect for a hike,,,,,synthetic
coord_g0_02,2026-03-16T19:53:04.642263+00:00,Can't believe more people aren't talking about this,,,,,synthetic
organic_003,2026-03-16T19:56:45.109617+00:00,Looking forward to vacation next month,,fun,,,synthetic
organic_003,2026-03-16T20:02:12.783372+00:00,Looking forward to vacation next month,,,,,synthetic
organic_013,2026-03-16T20:15:40.279505+00:00,Happy birthday to my amazing friend!,,,,,synthetic
organic_021,2026-03-16T20:24:52.913841+00:00,This recipe turned out amazing,,,,,synthetic
organic_015,2026-03-16T20:34:09.576408+00:00,Just finished reading a great book,,goals,,,synthetic
organic_013,2026-03-16T20:44:28.460819+00:00,Trying a new workout routine this week,,,,,synthetic
organic_013,2026-03-16T21:03:53.488038+00:00,Congratulations to the team!,,,,,synthetic
organic_018,2026-03-16T21:26:05.252868+00:00,Anyone watching the game tonight?,,,,,synthetic
organic_005,2026-03-16T21:29:01.073508+00:00,Anyone watching the game tonight?,,mood,,,synthetic
coord_g1_03,2026-03-16T22:25:14.005812+00:00,Wake up and share this with everyone you know,,sharetruth,,,synthetic
organic_004,2026-03-16T22:33:46.178364+00:00,New album is fire honestly,,,,,synthetic
coord_g0_03,2026-03-16T22:42:52.942525+00:00,They want cheap labor and don't care about you,,"breaking,climatetruth,resist",,coord_g0_02,synthetic
coord_g0_01,2026-03-16T22:43:11.654528+00:00,Another day another cover up by the elites,https://truthnews247.com/article/3730,"breaking,climatetruth",coord_g0_02,,synthetic
coord_g0_02,2026-03-16T22:45:19.605424+00:00,Can't believe more people aren't talking about this,,,,,synthetic
coord_g0_00,2026-03-16T22:45:30.085691+00:00,They want cheap labor and don't care about you,https://patriotwatch.net/breaking/5055,"breaking,resist,immigrationtruth",,,synthetic
organic_020,2026-03-16T23:19:13.930812+00:00,Great discussion at today's meetup,,,,,synthetic
coord_g0_02,2026-03-16T23:20:27.674303+00:00,They don't want you to know the truth,,,,,synthetic
organic_017,2026-03-17T00:04:04.869203+00:00,Looking forward to vacation next month,,,,,synthetic
organic_017,2026-03-17T00:08:01.466198+00:00,Congratulations to the team!,,,,,synthetic
organic_002,2026-03-17T00:14:00.407266+00:00,Anyone watching the game tonight?,,,,,synthetic
organic_005,2026-03-17T00:16:32.448534+00:00,New album is fire honestly,,love,,,synthetic
organic_015,2026-03-17T00:33:54.845406+00:00,Trying a new workout routine this week,,,,,synthetic
organic_007,2026-03-17T00:40:37.464858+00:00,Monday mood: need more coffee,,,,,synthetic
organic_009,2026-03-17T00:56:46.021741+00:00,Congratulations to the team!,,,,,synthetic
organic_020,2026-03-17T01:26:04.416798+00:00,New album is fire honestly,,,,,synthetic
organic_005,2026-03-17T02:00:11.765813+00:00,Looking forward to vacation next month,,,,,synthetic
organic_009,2026-03-17T02:11:50.523980+00:00,Anyone watching the game tonight?,,goals,,,synthetic
organic_012,2026-03-17T02:42:14.900829+00:00,Great discussion at today's meetup,,mood,,,synthetic
organic_014,2026-03-17T02:44:07.641667+00:00,Happy birthday to my amazing friend!,,,,,synthetic
organic_011,2026-03-17T02:47:40.177398+00:00,Beautiful sunset today,,,,,synthetic
organic_001,2026-03-17T03:00:32.447718+00:00,This weather is perfect for a hike,,fun,,,synthetic
organic_013,2026-03-17T03:24:42.971707+00:00,This weather is perfect for a hike,,,,,synthetic
organic_006,2026-03-17T03:36:46.302962+00:00,Just had the best coffee at this new place downtown,,,,,synthetic
organic_011,2026-03-17T03:50:14.549737+00:00,Monday mood: need more coffee,,,,,synthetic
organic_016,2026-03-17T04:04:02.881124+00:00,Anyone watching the game tonight?,,,,,synthetic
organic_009,2026-03-17T04:06:14.762061+00:00,Just finished reading a great book,,,,,synthetic
organic_010,2026-03-17T04:17:36.884107+00:00,Happy birthday to my amazing friend!,,,,,synthetic
coord_g1_03,2026-03-17T04:20:46.254368+00:00,Millions of illegals flooding in and nobody cares,,"resist,technologytruth",,,synthetic
organic_003,2026-03-17T04:21:41.746000+00:00,Can't wait for the weekend,,,,,synthetic
organic_011,2026-03-17T04:32:10.491051+00:00,Congratulations to the team!,,,,,synthetic
organic_009,2026-03-17T04:34:52.784090+00:00,Beautiful sunset today,,love,,,synthetic
organic_003,2026-03-17T05:04:59.332248+00:00,Looking forward to vacation next month,,,,,synthetic
organic_015,2026-03-17T05:26:54.554596+00:00,This weather is perfect for a hike,,vibes,,,synthetic
organic_003,2026-03-17T05:33:41.775605+00:00,Trying a new workout routine this week,,,,,synthetic
organic_010,2026-03-17T05:57:07.657721+00:00,Beautiful sunset today,,,,,synthetic
organic_021,2026-03-17T06:05:34.011278+00:00,Happy birthday to my amazing friend!,,,,,synthetic
organic_014,2026-03-17T06:27:22.877525+00:00,Just finished reading a great book,,,,,synthetic
organic_003,2026-03-17T06:36:39.825238+00:00,Just finished reading a great book,,,,,synthetic
organic_007,2026-03-17T06:41:41.702708+00:00,New album is fire honestly,,life,,,synthetic
organic_013,2026-03-17T06:55:31.991215+00:00,Happy birthday to my amazing friend!,,,,,synthetic
coord_g1_01,2026-03-17T07:22:05.700808+00:00,Millions of illegals flooding in and nobody cares,,,,,synthetic
organic_003,2026-03-17T07:23:07.096119+00:00,Anyone watching the game tonight?,,,,,synthetic
organic_002,2026-03-17T07:25:15.431269+00:00,Just finished reading a great book,,,,,synthetic
organic_019,2026-03-17T08:18:45.061688+00:00,Monday mood: need more coffee,,,,,synthetic
organic_019,2026-03-17T08:23:26.084010+00:00,This recipe turned out amazing,,,,,synthetic
organic_007,2026-03-17T08:49:06.674343+00:00,Trying a new workout routine this week,,,,,synthetic
coord_g1_01,2026-03-17T08:51:38.679723+00:00,They want cheap labor and don't care about you,,,,,synthetic
organic_007,2026-03-17T08:55:06.386945+00:00,Just finished reading a great book,,life,,,synthetic
organic_014,2026-03-17T09:28:16.911353+00:00,Great discussion at today's meetup,,,,,synthetic
organic_008,2026-03-17T09:30:59.648745+00:00,Happy birthday to my amazing friend!,,,,,synthetic
organic_002,2026-03-17T09:31:27.986225+00:00,Traffic is terrible today,,,,,synthetic
organic_008,2026-03-17T09:31:39.973755+00:00,Trying a new workout routine this week,,life,,,synthetic
organic_000,2026-03-17T09:37:40.531693+00:00,New album is fire honestly,,,,,synthetic
organic_010,2026-03-17T09:51:32.439171+00:00,Trying a new workout routine this week,,,,,synthetic
organic_014,2026-03-17T10:08:42.235801+00:00,Traffic is terrible today,,,,,synthetic
organic_007,2026-03-17T10:40:02.438863+00:00,Beautiful sunset today,,,,,synthetic
organic_009,2026-03-17T11:01:54.194625+00:00,Congratulations to the team!,,,,,synthetic
organic_004,2026-03-17T11:01:55.404706+00:00,Just finished reading a great book,,,,,synthetic
organic_000,2026-03-17T11:07:58.987278+00:00,Happy birthday to my amazing friend!,,vibes,,,synthetic
coord_g1_03,2026-03-17T11:49:06.528011+00:00,Wake up and share this with everyone you know,,,,,synthetic
organic_004,2026-03-17T11:53:04.603249+00:00,Trying a new workout routine this week,,,,,synthetic
organic_004,2026-03-17T12:03:41.167007+00:00,Monday mood: need more coffee,,,,,synthetic
organic_009,2026-03-17T12:04:48.505227+00:00,Trying a new workout routine this week,,,,,synthetic
organic_021,2026-03-17T12:26:08.592957+00:00,Just finished reading a great book,,,,,synthetic
organic_008,2026-03-17T12:29:54.333768+00:00,This weather is perfect for a hike,,,,,synthetic
organic_012,2026-03-17T13:11:17.509583+00:00,Monday mood: need more coffee,,,,,synthetic
organic_001,2026-03-17T13:13:36.314475+00:00,Monday mood: need more coffee,,,,,synthetic
coord_g0_01,2026-03-17T13:14:38.265010+00:00,Can't believe more people aren't talking about this,,,,,synthetic
organic_010,2026-03-17T13:54:07.697988+00:00,Beautiful sunset today,,,,,synthetic
organic_003,2026-03-17T14:00:11.366819+00:00,Can't wait for the weekend,,goals,,,synthetic
organic_009,2026-03-17T14:51:15.514683+00:00,Beautiful sunset today,,,,,synthetic
coord_g1_02,2026-03-17T14:54:22.885886+00:00,They don't want you to know the truth,https://truthnews247.com/article/2096,sharetruth,,,synthetic
coord_g1_00,2026-03-17T14:58:20.660909+00:00,This is really important please share widely,,sharetruth,coord_g1_03,,synthetic
coord_g1_01,2026-03-17T14:58:52.074378+00:00,Millions of illegals flooding in and nobody cares,https://uncensored-report.com/6526,,coord_g1_02,,synthetic
coord_g1_03,2026-03-17T14:59:53.925442+00:00,Crime rates skyrocketing in border states,https://patriotwatch.net/breaking/3455,"resist,immigrationtruth",,coord_g1_01,synthetic
organic_010,2026-03-17T15:02:52.714421+00:00,New album is fire honestly,,,,,synthetic
coord_g1_03,2026-03-17T15:11:43.387568+00:00,The mainstream media won't cover this story,,immigrationtruth,,,synthetic
organic_000,2026-03-17T15:47:20.320477+00:00,This weather is perfect for a hike,,,,,synthetic
organic_016,2026-03-17T15:54:29.077679+00:00,Congratulations to the team!,,love,,,synthetic
organic_018,2026-03-17T16:34:10.186504+00:00,Trying a new workout routine this week,,,,,synthetic
organic_021,2026-03-17T17:25:27.567429+00:00,Traffic is terrible today,,,,,synthetic
organic_008,2026-03-17T17:33:53.651314+00:00,Can't wait for the weekend,,love,,,synthetic
coord_g0_03,2026-03-17T17:58:04.810317+00:00,Millions of illegals flooding in and nobody cares,https://freedomdaily.org/expose/1339,,coord_g0_01,,synthetic
coord_g0_01,2026-03-17T18:01:18.437656+00:00,Another day another cover up by the elites,https://truthnews247.com/article/6777,"immigrationtruth,wakeup,climatetruth",,,synthetic
coord_g0_02,2026-03-17T18:02:06.969185+00:00,Crime rates skyrocketing in border states,,"climatetruth,breaking",,,synthetic
coord_g0_00,2026-03-17T18:03:54.639067+00:00,Can't believe more people aren't talking about this,,"wakeup,immigrationtruth",,coord_g0_02,synthetic
organic_015,2026-03-17T18:04:06.430804+00:00,Congratulations to the team!,,,,,synthetic
organic_018,2026-03-17T19:31:57.233746+00:00,This weather is perfect for a hike,,,,,synthetic
organic_004,2026-03-17T19:40:34.540881+00:00,This weather is perfect for a hike,,,,,synthetic
organic_008,2026-03-17T19:51:14.971433+00:00,Looking forward to vacation next month,,,,,synthetic
organic_015,2026-03-17T20:01:06.254947+00:00,Beautiful sunset today,,love,,,synthetic
organic_000,2026-03-17T20:55:32.496030+00:00,Great discussion at today's meetup,,,,,synthetic
organic_017,2026-03-17T20:57:19.788953+00:00,This recipe turned out amazing,,,,,synthetic
organic_010,2026-03-17T21:06:39.513499+00:00,Trying a new workout routine this week,,,,,synthetic
organic_004,2026-03-17T21:09:28.621479+00:00,Monday mood: need more coffee,,,,,synthetic
organic_004,2026-03-17T21:13:43.343017+00:00,Congratulations to the team!,,,,,synthetic
organic_009,2026-03-17T21:19:12.324936+00:00,New album is fire honestly,,,,,synthetic
organic_020,2026-03-17T21:20:02.668720+00:00,Anyone watching the game tonight?,,,,,synthetic
organic_002,2026-03-17T21:25:19.154972+00:00,New album is fire honestly,,,,,synthetic
organic_004,2026-03-17T22:01:36.853744+00:00,Happy birthday to my amazing friend!,,,,,synthetic
organic_008,2026-03-17T22:25:01.044999+00:00,Just finished reading a great book,,life,,,synthetic
coord_g1_03,2026-03-17T22:51:35.940398+00:00,They don't want you to know the truth,,,,,synthetic
organic_015,2026-03-17T23:15:00.883395+00:00,New album is fire honestly,,,,,synthetic
organic_019,2026-03-17T23:23:08.286780+00:00,This weather is perfect for a hike,,,,,synthetic
coord_g0_03,2026-03-17T23:24:41.827429+00:00,Open borders are destroying our communities,,,,,synthetic
organic_011,2026-03-17T23:30:52.205559+00:00,New album is fire honestly,,,,,synthetic
organic_016,2026-03-17T23:36:30.549313+00:00,Monday mood: need more coffee,,,,,synthetic
organic_020,2026-03-17T23:56:43.857100+00:00,Traffic is terrible today,,life,,,synthetic
organic_002,2026-03-17T23:57:45.656910+00:00,Anyone watching the game tonight?,,,,,synthetic
organic_011,2026-03-18T00:26:39.552019+00:00,Can't wait for the weekend,,goals,,,synthetic
coord_g1_00,2026-03-18T00:52:59.584041+00:00,Another day another cover up by the elites,,,,,synthetic
organic_002,2026-03-18T01:46:01.701572+00:00,Congratulations to the team!,,,,,synthetic
organic_000,2026-03-18T01:56:40.573178+00:00,Just had the best coffee at this new place downtown,,,,,synthetic
organic_012,2026-03-18T02:04:04.884131+00:00,Trying a new workout routine this week,,,,,synthetic
organic_021,2026-03-18T02:18:18.532828+00:00,Just finished reading a great book,,,,,synthetic
organic_019,2026-03-18T02:20:24.311873+00:00,New album is fire honestly,,,,,synthetic
organic_021,2026-03-18T02:20:57.528814+00:00,Happy birthday to my amazing friend!,,,,,synthetic
organic_015,2026-03-18T02:27:16.719979+00:00,This weather is perfect for a hike,,,,,synthetic
organic_012,2026-03-18T02:27:19.022957+00:00,Traffic is terrible today,,,,,synthetic
organic_014,2026-03-18T02:29:04.270756+00:00,This recipe turned out amazing,,,,,synthetic
organic_014,2026-03-18T02:51:06.344783+00:00,Beautiful sunset today,,,,,synthetic
organic_009,2026-03-18T03:11:57.136559+00:00,Beautiful sunset today,,,,,synthetic
organic_005,2026-03-18T03:14:31.776242+00:00,Trying a new workout routine this week,,,,,synthetic
organic_016,2026-03-18T03:25:46.830130+00:00,Anyone watching the game tonight?,,,,,synthetic
coord_g1_00,2026-03-18T03:50:15.158558+00:00,The mainstream media won't cover this story,,,,,synthetic
organic_004,2026-03-18T04:43:52.643528+00:00,New album is fire honestly,,,,,synthetic
organic_019,2026-03-18T04:49:21.716156+00:00,Traffic is terrible today,,,,,synthetic
organic_020,2026-03-18T04:54:46.348165+00:00,Traffic is terrible today,,,,,synthetic
organic_016,2026-03-18T05:20:04.115977+00:00,Congratulations to the team!,,love,,,synthetic
coord_g1_00,2026-03-18T05:44:57.819212+00:00,Something big is about to happen stay alert,,technologytruth,,,synthetic
organic_010,2026-03-18T05:57:03.724428+00:00,Trying a new workout routine this week,,life,,,synthetic
organic_001,2026-03-18T06:00:11.924013+00:00,Just finished reading a great book,,vibes,,,synthetic
coord_g1_03,2026-03-18T06:01:33.873875+00:00,Crime rates skyrocketing in border states,https://patriotwatch.net/breaking/1212,"sharetruth,resist",,coord_g1_02,synthetic
coord_g1_01,2026-03-18T06:02:36.497493+00:00,This is really important please share widely,https://freedomdaily.org/expose/5549,technologytruth,,,synthetic
coord_g1_00,2026-03-18T06:03:00.238572+00:00,Wake up and share this with everyone you know,,,,,synthetic
coord_g1_02,2026-03-18T06:03:51.748391+00:00,The mainstream media won't cover this story,https://truthnews247.com/article/6789,,,,synthetic
organic_008,2026-03-18T06:05:35.124180+00:00,Can't wait for the weekend,,,,,synthetic
coord_g0_00,2026-03-18T06:15:10.824095+00:00,Open borders are destroying our communities,https://patriotwatch.net/breaking/2792,,,,synthetic
coord_g0_02,2026-03-18T06:15:34.463225+00:00,Crime rates skyrocketing in border states,,,,,synthetic
coord_g0_01,2026-03-18T06:16:40.419963+00:00,Can't believe more people aren't talking about this,,"resist,breaking,climatetruth",,,synthetic
coord_g0_03,2026-03-18T06:16:58.715537+00:00,Millions of illegals flooding in and nobody cares,,,,coord_g0_00,synthetic
organic_003,2026-03-18T06:20:19.852064+00:00,New album is fire honestly,,,,,synthetic
organic_010,2026-03-18T06:25:57.399786+00:00,Just finished reading a great book,,,,,synthetic
organic_003,2026-03-18T06:50:30.755879+00:00,Anyone watching the game tonight?,,,,,synthetic
organic_003,2026-03-18T06:59:33.060164+00:00,Monday mood: need more coffee,,,,,synthetic
coord_g1_01,2026-03-18T07:15:06.250765+00:00,This is really important please share widely,,,,,synthetic
organic_010,2026-03-18T07:30:32.378594+00:00,Anyone watching the game tonight?,,,,,synthetic
organic_009,2026-03-18T07:57:58.326955+00:00,New album is fire honestly,,,,,synthetic
organic_013,2026-03-18T08:01:20.200021+00:00,Can't wait for the weekend,,love,,,synthetic
organic_006,2026-03-18T08:13:34.614114+00:00,Traffic is terrible today,,,,,synthetic
organic_006,2026-03-18T08:25:20.695841+00:00,Anyone watching the game tonight?,,,,,synthetic
coord_g1_00,2026-03-18T08:34:35.328601+00:00,This is really important please share widely,,,,,synthetic
organic_011,2026-03-18T08:38:11.428038+00:00,Looking forward to vacation next month,,,,,synthetic
organic_005,2026-03-18T08:38:48.689143+00:00,New album is fire honestly,,,,,synthetic
organic_016,2026-03-18T09:24:02.576845+00:00,This weather is perfect for a hike,,,,,synthetic
organic_010,2026-03-18T09:50:37.244985+00:00,Beautiful sunset today,,,,,synthetic
organic_014,2026-03-18T10:00:00.707079+00:00,Can't wait for the weekend,,,,,synthetic
organic_008,2026-03-18T10:13:07.683606+00:00,Just finished reading a great book,,,,,synthetic
organic_020,2026-03-18T10:17:17.762109+00:00,New album is fire honestly,,,,,synthetic
organic_002,2026-03-18T10:20:12.285601+00:00,New album is fire honestly,,,,,synthetic
organic_004,2026-03-18T11:43:28.864349+00:00,Great discussion at today's meetup,,,,,synthetic
organic_012,2026-03-18T11:45:24.136799+00:00,Beautiful sunset today,,love,,,synthetic
organic_005,2026-03-18T11:54:04.687313+00:00,Traffic is terrible today,,,,,synthetic
organic_011,2026-03-18T11:59:52.031777+00:00,Monday mood: need more coffee,,,,,synthetic
organic_006,2026-03-18T11:59:57.949746+00:00,This weather is perfect for a hike,,,,,synthetic
organic_016,2026-03-18T12:17:57.476188+00:00,Can't wait for the weekend,,,,,synthetic
coord_g1_01,2026-03-18T12:33:24.622770+00:00,Wake up and share this with everyone you know,,"technologytruth,immigrationtruth",,,synthetic
organic_008,2026-03-18T12:46:37.727067+00:00,Congratulations to the team!,,,,,synthetic
organic_014,2026-03-18T13:32:00.191222+00:00,Can't wait for the weekend,,,,,synthetic
organic_005,2026-03-18T13:33:29.118201+00:00,Traffic is terrible today,,,,,synthetic
organic_010,2026-03-18T13:38:53.637320+00:00,Beautiful sunset today,,,,,synthetic
organic_008,2026-03-18T14:16:49.353108+00:00,Monday mood: need more coffee,,,,,synthetic
coord_g0_00,2026-03-18T14:18:26.994017+00:00,They want cheap labor and don't care about you,,,,,synthetic
coord_g0_01,2026-03-18T14:19:08.993940+00:00,Wake up and share this with everyone you know,https://freedomdaily.org/expose/8935,,,coord_g0_00,synthetic
coord_g0_02,2026-03-18T14:20:42.559717+00:00,This is really important please share widely,,,,,synthetic
coord_g0_02,2026-03-18T14:20:44.078360+00:00,Can't believe more people aren't talking about this,https://truthnews247.com/article/2544,"resist,breaking",,,synthetic
coord_g0_03,2026-03-18T14:22:25.776697+00:00,This is really important please share widely,https://patriotwatch.net/breaking/2792,"resist,wakeup,climatetruth",,,synthetic
coord_g1_03,2026-03-18T14:46:00.920500+00:00,Crime rates skyrocketing in border states,,,,,synthetic
coord_g0_03,2026-03-18T14:52:04.056996+00:00,Crime rates skyrocketing in border states,,,,,synthetic
organic_021,2026-03-18T14:56:07.618254+00:00,This recipe turned out amazing,,,,,synthetic
coord_g0_00,2026-03-18T15:03:30.477900+00:00,Can't believe more people aren't talking about this,https://patriotwatch.net/breaking/5055,,,,synthetic
coord_g0_01,2026-03-18T15:05:08.915071+00:00,Open borders are destroying our communities,https://truthnews247.com/article/6777,"immigrationtruth,climatetruth",,,synthetic
organic_009,2026-03-18T15:05:19.759964+00:00,Looking forward to vacation next month,,,,,synthetic
coord_g0_03,2026-03-18T15:05:31.718564+00:00,Millions of illegals flooding in and nobody cares,https://patriotwatch.net/breaking/3323,,,,synthetic
coord_g0_02,2026-03-18T15:09:22.494165+00:00,Another day another cover up by the elites,,climatetruth,,,synthetic
coord_g1_00,2026-03-18T15:14:24.331744+00:00,They want cheap labor and don't care about you,,,,,synthetic
organic_013,2026-03-18T15:27:10.071923+00:00,This weather is perfect for a hike,,,,,synthetic
coord_g1_00,2026-03-18T15:29:34.729195+00:00,Another day another cover up by the elites,https://patriotwatch.net/breaking/3830,,,,synthetic
coord_g1_02,2026-03-18T15:34:47.283889+00:00,Open borders are destroying our communities,,technologytruth,,,synthetic
coord_g1_03,2026-03-18T15:35:16.608783+00:00,Open borders are destroying our communities,https://uncensored-report.com/8810,,,,synthetic
coord_g1_01,2026-03-18T15:35:57.909745+00:00,Can't believe more people aren't talking about this,,"immigrationtruth,sharetruth",,,synthetic
organic_009,2026-03-18T15:55:09.617501+00:00,Happy birthday to my amazing friend!,,,,,synthetic
organic_004,2026-03-18T16:16:10.248601+00:00,Just finished reading a great book,,,,,synthetic
organic_019,2026-03-18T16:20:04.807993+00:00,New album is fire honestly,,,,,synthetic
coord_g0_03,2026-03-18T16:30:41.824545+00:00,Open borders are destroying our communities,,,,,synthetic
coord_g0_01,2026-03-18T16:50:44.236045+00:00,This is really important please share widely,,climatetruth,,,synthetic
organic_017,2026-03-18T17:15:40.432332+00:00,Beautiful sunset today,,,,,synthetic
coord_g0_01,2026-03-18T17:22:58.718395+00:00,They want cheap labor and don't care about you,https://patriotwatch.net/breaking/1016,"breaking,wakeup,immigrationtruth",,,synthetic
coord_g0_03,2026-03-18T17:24:05.551082+00:00,This is really important please share widely,https://patriotwatch.net/breaking/2792,"wakeup,resist,climatetruth",,,synthetic
coord_g0_00,2026-03-18T17:24:51.829620+00:00,Crime rates skyrocketing in border states,,,,,synthetic
coord_g0_02,2026-03-18T17:27:29.600741+00:00,Crime rates skyrocketing in border states,https://freedomdaily.org/expose/1339,"resist,immigrationtruth,climatetruth",,,synthetic
organic_011,2026-03-18T17:42:33.136110+00:00,Looking forward to vacation next month,,goals,,,synthetic
organic_007,2026-03-18T17:50:14.599218+00:00,Anyone watching the game tonight?,,,,,synthetic
organic_000,2026-03-18T17:56:51.723934+00:00,Happy birthday to my amazing friend!,,,,,synthetic
organic_001,2026-03-18T18:01:47.694957+00:00,Monday mood: need more coffee,,,,,synthetic
coord_g1_02,2026-03-18T18:11:41.415878+00:00,Can't believe more people aren't talking about this,,,,,synthetic
organic_019,2026-03-18T18:48:40.478628+00:00,Anyone watching the game tonight?,,,,,synthetic
coord_g0_02,2026-03-18T19:22:16.394025+00:00,Can't believe more people aren't talking about this,,,,,synthetic
organic_000,2026-03-18T19:23:30.592011+00:00,Trying a new workout routine this week,,,,,synthetic
organic_014,2026-03-18T19:36:53.854531+00:00,Traffic is terrible today,,,,,synthetic
organic_000,2026-03-18T19:53:05.071830+00:00,Traffic is terrible today,,,,,synthetic
organic_008,2026-03-18T20:07:32.068275+00:00,New album is fire honestly,,,,,synthetic
coord_g0_01,2026-03-18T20:12:57.920856+00:00,Crime rates skyrocketing in border states,https://uncensored-report.com/8415,"wakeup,resist",,,synthetic
organic_003,2026-03-18T20:15:31.407531+00:00,Traffic is terrible today,,,,,synthetic
coord_g0_00,2026-03-18T20:16:44.467364+00:00,Open borders are destroying our communities,,,,,synthetic
coord_g0_03,2026-03-18T20:19:44.759694+00:00,Something big is about to happen stay alert,https://truthnews247.com/article/8775,"climatetruth,breaking,immigrationtruth",,,synthetic
coord_g0_00,2026-03-18T20:21:14.379039+00:00,This is really important please share widely,,immigrationtruth,,,synthetic
coord_g0_02,2026-03-18T20:21:26.840205+00:00,They want cheap labor and don't care about you,,"breaking,resist,immigrationtruth",,,synthetic
organic_004,2026-03-18T20:57:48.484009+00:00,New album is fire honestly,,,,,synthetic
organic_012,2026-03-18T21:20:28.020903+00:00,This weather is perfect for a hike,,,,,synthetic
organic_002,2026-03-18T21:36:34.035092+00:00,Beautiful sunset today,,,,,synthetic
organic_011,2026-03-18T21:46:47.325134+00:00,Traffic is terrible today,,love,,,synthetic
coord_g1_00,2026-03-18T22:12:30.554561+00:00,Crime rates skyrocketing in border states,,,,,synthetic
organic_018,2026-03-18T22:24:33.083705+00:00,This weather is perfect for a hike,,,,,synthetic
organic_013,2026-03-18T22:25:29.352967+00:00,New album is fire honestly,,vibes,,,synthetic
organic_004,2026-03-18T22:28:19.117275+00:00,Just had the best coffee at this new place downtown,,,,,synthetic
coord_g1_01,2026-03-18T22:31:31.875948+00:00,Another day another cover up by the elites,,"technologytruth,immigrationtruth,sharetruth",,,synthetic
coord_g1_00,2026-03-18T22:32:22.975108+00:00,Wake up and share this with everyone you know,,immigrationtruth,,,synthetic
coord_g1_03,2026-03-18T22:32:23.987338+00:00,Can't believe more people aren't talking about this,https://freedomdaily.org/expose/2996,"technologytruth,resist",,,synthetic
coord_g1_02,2026-03-18T22:34:06.084098+00:00,Wake up and share this with everyone you know,https://patriotwatch.net/breaking/8617,immigrationtruth,,,synthetic
coord_g1_02,2026-03-18T22:36:11.126038+00:00,Wake up and share this with everyone you know,,,,,synthetic
organic_007,2026-03-18T23:45:26.361340+00:00,New album is fire honestly,,life,,,synthetic
organic_014,2026-03-18T23:48:44.519735+00:00,Looking forward to vacation next month,,,,,synthetic
organic_000,2026-03-19T00:05:03.021870+00:00,This recipe turned out amazing,,,,,synthetic
organic_001,2026-03-19T00:21:06.220855+00:00,Traffic is terrible today,,,,,synthetic
organic_000,2026-03-19T00:27:29.589544+00:00,Just had the best coffee at this new place downtown,,,,,synthetic
organic_014,2026-03-19T00:30:13.259042+00:00,Great discussion at today's meetup,,,,,synthetic
coord_g1_01,2026-03-19T00:31:30.107194+00:00,Open borders are destroying our communities,,"sharetruth,sharetruth",,,synthetic
coord_g1_00,2026-03-19T00:32:04.526066+00:00,The mainstream media won't cover this story,,technologytruth,,,synthetic
coord_g1_03,2026-03-19T00:34:15.220966+00:00,Millions of illegals flooding in and nobody cares,https://freedomdaily.org/expose/8028,"immigrationtruth,sharetruth,sharetruth",,,synthetic
coord_g1_02,2026-03-19T00:36:37.606615+00:00,Crime rates skyrocketing in border states,https://uncensored-report.com/6526,,,,synthetic
organic_013,2026-03-19T01:01:00.963822+00:00,Just had the best coffee at this new place downtown,,,,,synthetic
organic_017,2026-03-19T01:28:22.641267+00:00,Just had the best coffee at this new place downtown,,,,,synthetic
coord_g1_01,2026-03-19T02:28:31.980413+00:00,Millions of illegals flooding in and nobody cares,,,,,synthetic
coord_g1_03,2026-03-19T02:42:18.930514+00:00,Millions of illegals flooding in and nobody cares,,technologytruth,,,synthetic
organic_005,2026-03-19T03:00:39.351524+00:00,Just finished reading a great book,,,,,synthetic
organic_005,2026-03-19T03:47:04.634217+00:00,Looking forward to vacation next month,,,,,synthetic
organic_008,2026-03-19T03:53:49.176623+00:00,Looking forward to vacation next month,,vibes,,,synthetic
organic_007,2026-03-19T04:32:34.504802+00:00,Traffic is terrible today,,,,,synthetic
coord_g0_03,2026-03-19T04:50:45.101704+00:00,They want cheap labor and don't care about you,,immigrationtruth,,,synthetic
coord_g0_02,2026-03-19T05:04:29.274813+00:00,Millions of illegals flooding in and nobody cares,,,,,synthetic
organic_007,2026-03-19T05:14:24.337654+00:00,New album is fire honestly,,,,,synthetic
coord_g0_00,2026-03-19T05:15:52.361458+00:00,Something big is about to happen stay alert,,,,,synthetic
